start,end,surface,display_label,specificity,entity_type,source,canonical,term_id,domain,match_policy,value,unit,confidence,count,context
6664,6667,НХР,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,3,"лавный структурный элемент района, второе главное напряжение σ2 (горизонтальное) направлено поперек НХР . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и п"
6687,6697,напряжение,Parameter:напряжение,specific,Parameter,ontology,напряжение,underground:Stress,underground_mining,exact_phrase,,,1.0,0,"ент района, второе главное напряжение σ2 (горизонтальное) направлено поперек НХР . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image -->"
6715,6718,НХР,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,3,апряжение σ2 (горизонтальное) направлено поперек НХР . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image --> Физическое моделиро
6744,6753,Разрывные,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,1,направлено поперек НХР . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image --> Физическое моделирование процесса формирования разрывн
6754,6763,нарушения,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,1,о поперек НХР . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image --> Физическое моделирование процесса формирования разрывных нарушен
6766,6781,поле напряжений,Property,generic,Property,heuristic_phrase,,,,,,,0.55,3,"Р . - Третье главное напряжение направлено вдоль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image --> Физическое моделирование процесса формирования разрывных нарушений (Горсты, грабен"
6810,6832,моделирование процесса,Process,generic,Process,heuristic_phrase,,,,,,,0.55,5,"доль НХР σ3 . <!-- image --> ## Разрывные нарушения и поле напряжений <!-- image --> Физическое моделирование процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Исто"
6867,6873,Горсты,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,1,"оле напряжений <!-- image --> Физическое моделирование процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Источник видео не известен) <!-- image -->"
6875,6882,грабены,GeologicalFeature,generic,GeologicalFeature,heuristic_word,,,,,,,0.85,1,"яжений <!-- image --> Физическое моделирование процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Источник видео не известен) <!-- image --> <!-- imag"
6901,6912,Талнахского,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,3,"зическое моделирование процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Источник видео не известен) <!-- image --> <!-- image --> ## Численное моделирова"
6913,6920,рудного,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,1,"елирование процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Источник видео не известен) <!-- image --> <!-- image --> ## Численное моделирование проц"
6921,6925,узла,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,1,"ие процесса формирования разрывных нарушений (Горсты, грабены), характерных для Талнахского рудного узла. (Источник видео не известен) <!-- image --> <!-- image --> ## Численное моделирование процесса"
6992,7034,Численное моделирование процесса разгрузки,Process,generic,Process,heuristic_phrase,,,,,,,0.55,4,рных для Талнахского рудного узла. (Источник видео не известен) <!-- image --> <!-- image --> ## Численное моделирование процесса разгрузки В качестве примера рассмотрим случай подготовки к работам по применению метода разгрузки с централ
7108,7114,метода,Method,generic,Method,heuristic_word,,,,,,,0.85,4,"рование процесса разгрузки В качестве примера рассмотрим случай подготовки к работам по применению метода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конеч"
7115,7124,разгрузки,Process,generic,Process,heuristic_word,,,,,,,0.85,14,"процесса разгрузки В качестве примера рассмотрим случай подготовки к работам по применению метода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элемен"
7153,7158,время,Parameter,generic,Parameter,heuristic_word,,,,,,,0.85,1,"а рассмотрим случай подготовки к работам по применению метода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --"
7173,7180,влияния,Condition,generic,Condition,heuristic_word,,,,,,,0.85,7,"подготовки к работам по применению метода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ##"
7202,7208,метода,Method,generic,Method,heuristic_word,,,,,,,0.85,4,"нению метода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ## Численное моделирование проц"
7209,7217,конечных,Model,generic,Model,heuristic_word,,,,,,,0.85,1,"етода разгрузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ## Численное моделирование процесса разг"
7218,7227,элементов,Model,generic,Model,heuristic_word,,,,,,,0.85,1,"грузки с центральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ## Численное моделирование процесса разгрузки <!-"
7230,7241,CAE Fidesys,Equipment,generic,Equipment,heuristic_phrase,,,,,,,0.55,3,"тральной скважиной, во время которого зона влияния определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ## Численное моделирование процесса разгрузки <!-- image --> <"
7280,7322,Численное моделирование процесса разгрузки,Process,generic,Process,heuristic_phrase,,,,,,,0.55,4,определена с помощью метода конечных элементов в CAE Fidesys . <!-- image --> <!-- image --> ## Численное моделирование процесса разгрузки <!-- image --> <!-- image --> Производится моделирование бурения скважины диаметром HQ (96 мм) н
7369,7382,моделирование,Process,generic,Process,heuristic_word,,,,,,,0.85,9,"ge --> ## Численное моделирование процесса разгрузки <!-- image --> <!-- image --> Производится моделирование бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС ."
7391,7399,скважины,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,8,"оделирование процесса разгрузки <!-- image --> <!-- image --> Производится моделирование бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения"
7400,7412,диаметром HQ,Parameter,generic,Parameter,heuristic_phrase,,,,,,,0.55,2,"ние процесса разгрузки <!-- image --> <!-- image --> Производится моделирование бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин пред"
7421,7436,на глубину 10 м,Parameter:глубина=10 м,specific,Parameter,ontology_value,глубина,underground:Depth,underground_mining,parameter_value,10,м,1.0,0,"и <!-- image --> <!-- image --> Производится моделирование бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна"
7449,7473,влияния горной выработки,Condition,generic,Condition,heuristic_phrase,,,,,,,0.55,2,"e --> Производится моделирование бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформац"
7477,7480,НДС,Metric:НДС,specific,Metric,ontology,НДС,underground:StressStrainState,underground_mining,exact_phrase,,,1.0,0,"вание бурения скважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформационных"
7492,7507,бурения скважин,Process,generic,Process,heuristic_phrase,,,,,,,0.55,2,"кважины диаметром HQ (96 мм) на глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформационных характеристик . Численное"
7524,7529,отбор,Process,generic,Process,heuristic_word,,,,,,,0.85,1,"глубину 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформационных характеристик . Численное моделирование показыва"
7530,7545,керна диаметром,Material,generic,Material,heuristic_phrase,,,,,,,0.55,2,"у 10 м, для оценки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформационных характеристик . Численное моделирование показывает отсутствие вл"
7546,7548,HQ,Equipment,generic,Equipment,heuristic_word,,,,,,,0.65,4,ки влияния горной выработки на НДС . Процесс бурения скважин предусматривает отбор керна диаметром HQ для определения деформационных характеристик . Численное моделирование показывает отсутствие влиян
7597,7620,Численное моделирование,Model,generic,Model,heuristic_phrase,,,,,,,0.55,6,ия скважин предусматривает отбор керна диаметром HQ для определения деформационных характеристик . Численное моделирование показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на гл
7632,7642,отсутствие,Result,generic,Result,heuristic_word,,,,,,,0.85,3,рна диаметром HQ для определения деформационных характеристик . Численное моделирование показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на глубинах скважины 9 -12
7643,7667,влияния горной выработки,Condition,generic,Condition,heuristic_phrase,,,,,,,0.55,2,"ом HQ для определения деформационных характеристик . Численное моделирование показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на глубинах скважины 9 -12 м . Это говорит, что глуб"
7697,7706,состояние,Property,generic,Property,heuristic_word,,,,,,,0.85,1,"Численное моделирование показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной"
7707,7714,массива,RockMass,generic,RockMass,heuristic_word,,,,,,,0.85,5,"моделирование показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной для нача"
7715,7743,на глубинах скважины 9 -12 м,Parameter:глубина=9-12 м,specific,Parameter,ontology_value,глубина,underground:Depth,underground_mining,parameter_value,9-12,м,1.0,0,"вание показывает отсутствие влияния горной выработки на напряженнодеформированное состояние массива на глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной для начала проведения измерений на гл"
7763,7784,глубина скважины 10 м,Parameter:глубина=10 м,specific,Parameter,ontology_value,глубина,underground:Depth,underground_mining,parameter_value,10,м,1.0,0,"отки на напряженнодеформированное состояние массива на глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной для начала проведения измерений на глубине 750 м . ## Численное моделирование"
7794,7805,оптимальной,Recommendation,generic,Recommendation,heuristic_word,,,,,,,0.85,1,"ое состояние массива на глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной для начала проведения измерений на глубине 750 м . ## Численное моделирование процесса разгрузки"
7817,7837,проведения измерений,Process,generic,Process,heuristic_phrase,,,,,,,0.55,2,"глубинах скважины 9 -12 м . Это говорит, что глубина скважины 10 м является оптимальной для начала проведения измерений на глубине 750 м . ## Численное моделирование процесса разгрузки <!-- image --> <!-- image -->"
7838,7854,на глубине 750 м,Parameter:глубина=750 м,specific,Parameter,ontology_value,глубина,underground:Depth,underground_mining,parameter_value,750,м,1.0,0,"-12 м . Это говорит, что глубина скважины 10 м является оптимальной для начала проведения измерений на глубине 750 м . ## Численное моделирование процесса разгрузки <!-- image --> <!-- image --> При достижении тр"
7861,7903,Численное моделирование процесса разгрузки,Process,generic,Process,heuristic_phrase,,,,,,,0.55,4,о глубина скважины 10 м является оптимальной для начала проведения измерений на глубине 750 м . ## Численное моделирование процесса разгрузки <!-- image --> <!-- image --> При достижении требуемой глубины производится бурение соосного изм
7962,7969,глубины,Parameter,generic,Parameter,heuristic_word,,,,,,,0.85,2,"исленное моделирование процесса разгрузки <!-- image --> <!-- image --> При достижении требуемой глубины производится бурение соосного измерительного шпура коронкой меньшего диаметра 46 мм на глубину 0 ,"
7983,7990,бурение,Process,generic,Process,heuristic_word,,,,,,,0.85,3,"е процесса разгрузки <!-- image --> <!-- image --> При достижении требуемой глубины производится бурение соосного измерительного шпура коронкой меньшего диаметра 46 мм на глубину 0 , 4 м для установки экс"
7991,8020,соосного измерительного шпура,MineObject,generic,MineObject,heuristic_phrase,,,,,,,0.55,2,"са разгрузки <!-- image --> <!-- image --> При достижении требуемой глубины производится бурение соосного измерительного шпура коронкой меньшего диаметра 46 мм на глубину 0 , 4 м для установки экстензометров . <!-- image -->"
8054,8072,"на глубину 0 , 4 м",Parameter:глубина=0.4 м,specific,Parameter,ontology_value,глубина,underground:Depth,underground_mining,parameter_value,0.4,м,1.0,0,"ебуемой глубины производится бурение соосного измерительного шпура коронкой меньшего диаметра 46 мм на глубину 0 , 4 м для установки экстензометров . <!-- image --> Установка в пилотной скважине радиального или осево"
8077,8101,установки экстензометров,Equipment,generic,Equipment,heuristic_phrase,,,,,,,0.55,2,"дится бурение соосного измерительного шпура коронкой меньшего диаметра 46 мм на глубину 0 , 4 м для установки экстензометров . <!-- image --> Установка в пилотной скважине радиального или осевого экстензометров (датчиков п"
8121,8130,Установка,Process,generic,Process,heuristic_word,,,,,,,0.85,4,"коронкой меньшего диаметра 46 мм на глубину 0 , 4 м для установки экстензометров . <!-- image --> Установка в пилотной скважине радиального или осевого экстензометров (датчиков продольной или поперечной дефо"
8175,8189,экстензометров,Equipment,generic,Equipment,heuristic_word,,,,,,,0.85,3,я установки экстензометров . <!-- image --> Установка в пилотной скважине радиального или осевого экстензометров (датчиков продольной или поперечной деформации) . Осевой экстензометр фиксируется в шпуре фланцами
8191,8199,датчиков,Equipment,generic,Equipment,heuristic_word,,,,,,,0.85,2,ензометров . <!-- image --> Установка в пилотной скважине радиального или осевого экстензометров (датчиков продольной или поперечной деформации) . Осевой экстензометр фиксируется в шпуре фланцами при помощи
8247,8271,экстензометр фиксируется,Equipment,generic,Equipment,heuristic_phrase,,,,,,,0.55,2,ине радиального или осевого экстензометров (датчиков продольной или поперечной деформации) . Осевой экстензометр фиксируется в шпуре фланцами при помощи клеевой основы . Радиальный экстензометр фиксируется в шпуре так же на
8329,8353,экстензометр фиксируется,Equipment,generic,Equipment,heuristic_phrase,,,,,,,0.55,2,ормации) . Осевой экстензометр фиксируется в шпуре фланцами при помощи клеевой основы . Радиальный экстензометр фиксируется в шпуре так же на клей . Экстензометры устанавливаются на расстоянии 10 см от устья пилотной скважи
8438,8455,пилотной скважины,MineObject,generic,MineObject,heuristic_phrase,,,,,,,0.55,2,етр фиксируется в шпуре так же на клей . Экстензометры устанавливаются на расстоянии 10 см от устья пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диа
8469,8478,измерения,Process,generic,Process,heuristic_word,,,,,,,0.85,4,на клей . Экстензометры устанавливаются на расстоянии 10 см от устья пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image -
8479,8489,напряжений,Property,generic,Property,heuristic_word,,,,,,,0.85,13,Экстензометры устанавливаются на расстоянии 10 см от устья пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image --> Начало
8501,8513,концентраций,Condition,generic,Condition,heuristic_word,,,,,,,0.85,1,иваются на расстоянии 10 см от устья пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image --> Начало обуривания керна диаметр
8514,8524,напряжений,Property,generic,Property,heuristic_word,,,,,,,0.85,13,сстоянии 10 см от устья пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image --> Начало обуривания керна диаметром вокруг у
8537,8544,скважин,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,3,пилотной скважины во избежание измерения напряжений на участке концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image --> Начало обуривания керна диаметром вокруг установленных датчико
8600,8615,керна диаметром,Material,generic,Material,heuristic_phrase,,,,,,,0.55,2,концентраций напряжений (сопряжение скважин разных диаметров) . <!-- image --> Начало обуривания керна диаметром вокруг установленных датчиков. Для наглядности буровая коронка на рисунке представлена прозрачной
8637,8645,датчиков,Equipment,generic,Equipment,heuristic_word,,,,,,,0.85,2,скважин разных диаметров) . <!-- image --> Начало обуривания керна диаметром вокруг установленных датчиков. Для наглядности буровая коронка на рисунке представлена прозрачной ## Численное моделирование про
8671,8678,коронка,Equipment,generic,Equipment,heuristic_word,,,,,,,0.85,1,image --> Начало обуривания керна диаметром вокруг установленных датчиков. Для наглядности буровая коронка на рисунке представлена прозрачной ## Численное моделирование процесса разгрузки <!-- image -->
8718,8760,Численное моделирование процесса разгрузки,Process,generic,Process,heuristic_phrase,,,,,,,0.55,4,круг установленных датчиков. Для наглядности буровая коронка на рисунке представлена прозрачной ## Численное моделирование процесса разгрузки <!-- image --> - Моделирование процесса обуривания выполнялось в 8 этапов с шагом в 5 см . - Как
8780,8802,Моделирование процесса,Process,generic,Process,heuristic_phrase,,,,,,,0.55,5,"а рисунке представлена прозрачной ## Численное моделирование процесса разгрузки <!-- image --> - Моделирование процесса обуривания выполнялось в 8 этапов с шагом в 5 см . - Как видно из рисунков, на разбуренном участке"
8830,8836,этапов,Parameter,generic,Parameter,heuristic_word,,,,,,,0.85,1,"делирование процесса разгрузки <!-- image --> - Моделирование процесса обуривания выполнялось в 8 этапов с шагом в 5 см . - Как видно из рисунков, на разбуренном участке керна напряжения падают до минимал"
8902,8907,керна,Material,generic,Material,heuristic_word,,,,,,,0.85,20,"обуривания выполнялось в 8 этапов с шагом в 5 см . - Как видно из рисунков, на разбуренном участке керна напряжения падают до минимальных значений -порядка 400 Па, при этом напряжения в массиве составляют"
8908,8918,напряжения,Property,generic,Property,heuristic_word,,,,,,,0.85,4,"вания выполнялось в 8 этапов с шагом в 5 см . - Как видно из рисунков, на разбуренном участке керна напряжения падают до минимальных значений -порядка 400 Па, при этом напряжения в массиве составляют порядка 15"
8976,8986,напряжения,Property,generic,Property,heuristic_word,,,,,,,0.85,4,"в, на разбуренном участке керна напряжения падают до минимальных значений -порядка 400 Па, при этом напряжения в массиве составляют порядка 15 МПа, что говорит о том, что выполняется разгрузка от напряжений . -"
9019,9022,МПа,Parameter,generic,Parameter,heuristic_word,,,,,,,0.85,1,"падают до минимальных значений -порядка 400 Па, при этом напряжения в массиве составляют порядка 15 МПа, что говорит о том, что выполняется разгрузка от напряжений . - В данном положении разгрузки достиг"
9059,9068,разгрузка,Process,generic,Process,heuristic_word,,,,,,,0.85,2,"400 Па, при этом напряжения в массиве составляют порядка 15 МПа, что говорит о том, что выполняется разгрузка от напряжений . - В данном положении разгрузки достигается пик деформаций ввиду концентрации напряж"
9072,9082,напряжений,Property,generic,Property,heuristic_word,,,,,,,0.85,13,"том напряжения в массиве составляют порядка 15 МПа, что говорит о том, что выполняется разгрузка от напряжений . - В данном положении разгрузки достигается пик деформаций ввиду концентрации напряжений <!-- ima"
9106,9115,разгрузки,Process,generic,Process,heuristic_word,,,,,,,0.85,14,"т порядка 15 МПа, что говорит о том, что выполняется разгрузка от напряжений . - В данном положении разгрузки достигается пик деформаций ввиду концентрации напряжений <!-- image --> <!-- image --> ## Резуль"
9132,9142,деформаций,Property,generic,Property,heuristic_word,,,,,,,0.85,8,"рит о том, что выполняется разгрузка от напряжений . - В данном положении разгрузки достигается пик деформаций ввиду концентрации напряжений <!-- image --> <!-- image --> ## Результаты моделирования <!-- im"
9162,9172,напряжений,Property,generic,Property,heuristic_word,,,,,,,0.85,13,грузка от напряжений . - В данном положении разгрузки достигается пик деформаций ввиду концентрации напряжений <!-- image --> <!-- image --> ## Результаты моделирования <!-- image --> <!-- image --> - Схе
9220,9233,моделирования,Model,generic,Model,heuristic_word,,,,,,,0.85,6,игается пик деформаций ввиду концентрации напряжений <!-- image --> <!-- image --> ## Результаты моделирования <!-- image --> <!-- image --> - Схема деформации керна при проходке внешней скважины . Зона инте
9269,9291,Схема деформации керна,Material,generic,Material,heuristic_phrase,,,,,,,0.55,2,ний <!-- image --> <!-- image --> ## Результаты моделирования <!-- image --> <!-- image --> - Схема деформации керна при проходке внешней скважины . Зона интенсивного изменения деформаций ограничена примерно тремя ра
9296,9321,проходке внешней скважины,Process,generic,Process,heuristic_phrase,,,,,,,0.55,2,"mage --> ## Результаты моделирования <!-- image --> <!-- image --> - Схема деформации керна при проходке внешней скважины . Зона интенсивного изменения деформаций ограничена примерно тремя радиусами скважины, что соответс"
9352,9362,деформаций,Property,generic,Property,heuristic_word,,,,,,,0.85,8,"!-- image --> - Схема деформации керна при проходке внешней скважины . Зона интенсивного изменения деформаций ограничена примерно тремя радиусами скважины, что соответствует общепринятым аналитическим представ"
9399,9407,скважины,MineObject,generic,MineObject,heuristic_word,,,,,,,0.85,8,"ходке внешней скважины . Зона интенсивного изменения деформаций ограничена примерно тремя радиусами скважины, что соответствует общепринятым аналитическим представлениям (решение Кирша) - Схема деформации кер"
9478,9483,Кирша,Method,generic,Method,heuristic_word,,,,,,,0.85,1,"ерно тремя радиусами скважины, что соответствует общепринятым аналитическим представлениям (решение Кирша) - Схема деформации керна при проходке внешней скважины . Зона возможного развития пластических деф"
9487,9509,Схема деформации керна,Material,generic,Material,heuristic_phrase,,,,,,,0.55,2,"я радиусами скважины, что соответствует общепринятым аналитическим представлениям (решение Кирша) - Схема деформации керна при проходке внешней скважины . Зона возможного развития пластических деформаций сосредоточена в ме"
9514,9539,проходке внешней скважины,Process,generic,Process,heuristic_phrase,,,,,,,0.55,2,оответствует общепринятым аналитическим представлениям (решение Кирша) - Схема деформации керна при проходке внешней скважины . Зона возможного развития пластических деформаций сосредоточена в месте развития сдвиговых деформа
9558,9590,развития пластических деформаций,Condition,generic,Condition,heuristic_phrase,,,,,,,0.55,2,ставлениям (решение Кирша) - Схема деформации керна при проходке внешней скважины . Зона возможного развития пластических деформаций сосредоточена в месте развития сдвиговых деформаций <!-- image --> ## Анализ результатов измерени
9632,9642,деформаций,Property,generic,Property,heuristic_word,,,,,,,0.85,8,кважины . Зона возможного развития пластических деформаций сосредоточена в месте развития сдвиговых деформаций <!-- image --> ## Анализ результатов измерений <!-- image --> <!-- image --> ## Интерпретация
9670,9691,результатов измерений,Result,generic,Result,heuristic_phrase,,,,,,,0.55,2,стических деформаций сосредоточена в месте развития сдвиговых деформаций <!-- image --> ## Анализ результатов измерений <!-- image --> <!-- image --> ## Интерпретация результатов с применением численного моделировани
9728,9753,Интерпретация результатов,Process,generic,Process,heuristic_phrase,,,,,,,0.55,2,вых деформаций <!-- image --> ## Анализ результатов измерений <!-- image --> <!-- image --> ## Интерпретация результатов с применением численного моделирования <!-- image --> <!-- image --> ## Локализация точек измере
9768,9792,численного моделирования,Model,generic,Model,heuristic_phrase,,,,,,,0.55,5,з результатов измерений <!-- image --> <!-- image --> ## Интерпретация результатов с применением численного моделирования <!-- image --> <!-- image --> ## Локализация точек измерений относительно основных структур <!-
9847,9856,измерений,Process,generic,Process,heuristic_word,,,,,,,0.85,5,ьтатов с применением численного моделирования <!-- image --> <!-- image --> ## Локализация точек измерений относительно основных структур <!-- image --> <!-- image --> <!-- image --> <!-- image --> <!-
9870,9887,основных структур,GeologicalFeature,generic,GeologicalFeature,heuristic_phrase,,,,,,,0.55,2,сленного моделирования <!-- image --> <!-- image --> ## Локализация точек измерений относительно основных структур <!-- image --> <!-- image --> <!-- image --> <!-- image --> <!-- image --> <!-- image --> <!
